"id_biblio","date_biblio","id_redacteur","auteurs","titre","journal","autre_media","annee","volume","supplement","numero","prem_page","dern_page","abstract","full_text_disponible"
9177,02-janv.-08,"henriM","Beyer AV. Gall H. Peter RU.","Anaphylaxis to pine nuts","Allergy",,1998,"53",,,"1227",,,VRAI
9178,03-janv.-08,"henriM","Birnbaum J. Porri F. Castelain M. Vervloet D.","Sesame seed oil anaphylaxis","J Allergy Clin Immunol",,1997,"99",,,"S145",,,FAUX
9179,12-janv.-08,"henriM","Lowenstein H. Eriksson NE.","Hypersensitivity to Foods among Birch Pollen-Allergic Patients","Allergy",,1983,"38",,,"577","587",,VRAI
9180,12-janv.-08,"henriM","Runswick S. Mitchell T. Davies P. Robinson C. Garrod DR.","Pollen proteolytic enzymes degrade tight junctions","Respirology",,2007,"12",,,"834","842","
BACKGROUND AND OBJECTIVE: Asthma and allergic rhinitis are significant, increasing causes of morbidity worldwide. Pollen, a major cause of seasonal rhinitis/conjunctivitis, carries proteolytic enzymes on its surface. We showed previously that peptidase ",FAUX
9181,12-janv.-08,"henriM","Hiller B. Lorenzen PC.","Surface Hydrophobicity of Physicochemically and Enzymatically Treated Milk Proteins in Relation to Techno-functional Properties","J Agric Food Chem",,2008,"56",,,"461","468","
Surface hydrophobicity (SH) of milk proteins treated physicochemically (by heating and Maillard reaction) or modified enzymatically (by transglutaminase, lactoperoxidase, laccase, and glucose oxidase) was assessed in relation to their techno-functional ",FAUX
9182,12-janv.-08,"henriM","McHughen A. Smyth S.","US regulatory system for genetically modified [genetically modified organism (GMO), rDNA or transgenic] crop cultivars","Plant Biotechnol J",,2008,"6",,,"2","12",,VRAI
9183,12-janv.-08,"henriM","Jiang B. Qu H. Hu Y. Ni T. Lin Z.","Computational analysis of the relationship between allergenicity and digestibility of allergenic proteins in simulated gastric fluid","BMC Bioinformatics",,2007,"8",,,"375",,,VRAI
9184,14-janv.-08,"henriM","Schoefer Y. Schäfer T. Meisinger C. Wichmann HE. Heinrich J. for the KORA study group.","Predictivity of allergic sensitization (RAST) for the onset of allergic diseases in adults","Allergy",,2008,"63",,,"81","86",,VRAI
9185,14-janv.-08,"henriM","Rademacher T. Sack M. Arcalis E. Stadlmann J. Balzer S. Altmann F. Quendler H. Stiegler G. Kunert R. Fischer R. Stoger E.","Recombinant antibody 2G12 produced in maize endosperm efficiently neutralizes HIV-1 and contains predominantly single-GlcNAc N-glycans","Plant Biotechnol J",,2007,"5",,,"189","201",,VRAI
9186,14-janv.-08,"henriM","Goodman RE. Vieths S. Sampson HA. Hill D. Ebisawa M. Taylor SL. van Ree R.","Allergenicity assessment of genetically modified crops—what makes sense ?","Nat Biotechnol",,2008,"26",,,"73","81","
GM crops have great potential to improve food quality, increase harvest yields and decrease dependency on certain chemical pesticides. Before entering the market their safety needs to be scrutinized. This includes a detailed analysis of allergenic risks",VRAI
9187,14-janv.-08,"henriM","Borges JP. Barre A. Culerrier R. Granier C. Didier A. Rougé P.","Lipid transfer proteins from Rosaceae fruits share consensus epitopes responsible for their IgE-binding cross-reactivity","Biochem Biophys Res Commun",,2008,"365",,,"685","690","
Four IgE-binding epitopes have been characterized that cover a large area (40%) of the molecular surface of lipid transfer protein allergens of Rosaceae (apple, peach, apricot, and plum). They mainly correspond to electropositively charged regions protr",VRAI
9188,14-janv.-08,"henriM","Barre A. Sordet C. Culerrier R. Rancé F. Didier A. Rougé P.","Vicilin allergens of peanut and tree nuts (walnut, hazelnut and cashew nut) share structurally related IgE-binding epitopes","Mol Immunol",,2008,"45",,,"1231","1240","
Surface-exposed IgE-binding epitopes of close overall conformation were characterized on the molecular surface of three-dimensional models built for the vicilin allergens of peanut (Ara h 1), walnut (Jug r 2), hazelnut (Cor a 11) and cashew nut (Ana o 1",VRAI
9189,14-janv.-08,"henriM","Borges JP. Barre A. Culerrier R. Archimbaud N. Didier A. Rougé P.","How reliable is the structural prediction of IgE-binding epitopes of allergens? The case study of plant lipid transfer proteins","Biochimie",,2007,"89",,,"83","91","
The linear IgE-binding epitopes of non-specific lipid transfer proteins (nsLTP) from plants were predicted using a combination of predictive tools including (1) the hydropathic profiles based on different scales of hydrophilicity, flexibility and exposu",VRAI
9190,14-janv.-08,"henriM","Naik MT. Chang CF. Kuo IC. Kung CC. Yi FC. Chua KY. Huang TH.","Roles of Structure and Structural Dynamics in the Antibody Recognition of the Allergen Proteins: An NMR Study on Blomia tropicalis Major Allergen","Structure",,2008,"16",,,"125","136","
Blo t 5 is the major allergen from Blomia tropicalis mites and shows strong IgE reactivity with up to 90% of asthmatic and rhinitis patients' sera. The NMR solution structure of Blo t 5 comprises three long alpha helices, forming a coiled-coil, triple-h",FAUX
9191,14-janv.-08,"henriM","Castro AJ. Alché JD. Calabozo B. Rodríguez-García MI. Polo F.","Pla 1 1 and Ole e 1 pollen allergens share common epitopes and similar ultrastructural localization","J Investig Allergol Clin Immunol",,2007,"17","suppl. 1",,"93","99","
BACKGROUND: English plantain (Plantago lanceolata L.) and olive (Olea europaea L.) pollens are important causes of pollinosis in large areas of North America, Australia, and the Mediterranean basin. The major pollen allergens of both plants, Pla I 1 and",VRAI
9192,14-janv.-08,"henriM","Valenta R. Twaroch T. Swoboda I.","Component-resolved diagnosis to optimize allergen-specific immunotherapy in the Mediterranean area","J Investig Allergol Clin Immunol",,2007,"17","suppl. 1",,"88","92","
Allergen-specific immunotherapy (SIT) is the only allergen-specific treatment for allergy. It can prevent progression of the disease and has a long-lasting therapeutic effect. Since SIT is allergen-specific, the identification of the disease-eliciting a",VRAI
9193,14-janv.-08,"henriM","Quiralte J. Palacios L. Rodríguez R. Cárdaba B. Arias de Saavedra JM. Villalba M. Florido JF. Lahoz C.","Modelling diseases: the allergens of Olea europaea pollen","J Investig Allergol Clin Immunol",,2007,"17","suppl. 1",,"76","82","
This study analyzes the influence of the IgE response to certain olive pollen allergens in the modulation of the different clinical phenotypes of allergic disease and their relationship with the level of exposure to pollen and genetic factors. Patients ",VRAI
9194,14-janv.-08,"henriM","Alché JD. Castro AJ. Jiménez-López JC. Morales S. Zafra A. Hamman-Khalifa AM. Rodríguez-García MI.","Differential characteristics of olive pollen from different cultivars: biological and clinical implications","J Investig Allergol Clin Immunol",,2007,"17","suppl. 1",,"69","75","
The olive tree is grown in many parts of the world. Its germplasm is very broad, with 250 varieties in Spain alone. Variations in the ability of pollen to germinate have been studied in detail and show conspicuous differences between varieties. However,",VRAI
9195,14-janv.-08,"henriM","Barber D. Moreno C. Ledesma A. Serrano P. Galán A. Villalba M. Guerra F. Lombardero M. Rodríguez R.","Degree of olive pollen exposure and sensitization patterns. Clinical implications","J Investig Allergol Clin Immunol",,2007,"17","suppl. 1",,"63","68","
BACKGROUND: Very high levels of exposure to olive pollen in the south of Spain lead to differential allergen sensitization profiles. Therefore, new approaches to allergen standardization, diagnosis, and vaccination are necessary. METHODS: Quantification",VRAI
9196,14-janv.-08,"henriM","Rodríguez R. Villalba M. Batanero E. Palomares O. Quiralte J. Salamanca G. Sirvent S. Castro L. Prado N.","Olive pollen recombinant allergens: value in diagnosis and immunotherapy","J Investig Allergol Clin Immunol",,2007,"17","suppl. 1",,"56","62","
Olive pollen has a complex allergenic profile, from which more than 10 allergens have been identified and characterized. Some of these belong to well-known protein families and others cannot be included in reported biochemical types. Most of these aller",VRAI
9197,14-janv.-08,"henriM","Cárdaba B. Llanes E. Chacártegui M. Sastre B. López E. Mollá R. del Pozo V. Florido F. Quiralte J. Palomino P. Lahoz C.","Modulation of Allergic Response by Gene–Environment Interaction: Olive Pollen Allergy","J Investig Allergol Clin Immunol",,2007,"17","suppl. 1",,"83","87",,VRAI
9198,14-janv.-08,"henriM","Ibero M. Castillo MJ. Pineda F.","Allergy to Cassava: A New Allergenic Food With Cross-Reactivity to Latex","J Investig Allergol Clin Immunol",,2007,"17",,,"409","412",,VRAI
9199,14-janv.-08,"henriM","Burches E. Cervera R. Peláez A.","Food-Induced Anaphylaxis Caused by Inhalation of Soy Protein","J Investig Allergol Clin Immunol",,2007,"17",,,"418","419",,VRAI
9200,14-janv.-08,"henriM","Ebo DG. Hagendorens MM. Bridts CH. De Clerck LS. Stevens WJ.","Hymenoptera Venom Allergy: Taking the Sting Out of Difficult Cases","J Investig Allergol Clin Immunol",,2007,"17",,,"357","360",,VRAI
9201,14-janv.-08,"henriM","Gellerstedt M. Bengtsson U. Niggemann B.","Methodological Issues in the Diagnostic Work-up of Food Allergy: A Real Challenge","J Investig Allergol Clin Immunol",,2007,"17",,,"350","356",,VRAI
9202,14-janv.-08,"henriM","Escudero R. Gamboa PM. Antón J. Sanz ML.","Food Allergy Due to Trout Roe","J Investig Allergol Clin Immunol",,2007,"17",,,"346","347",,VRAI
9203,14-janv.-08,"henriM","Vartholomaios S. Pitsios C. Mikos N. Kompoti E. Kouridakis S.","Allergy to Basil, a Lamiaceae Herb","J Investig Allergol Clin Immunol",,2007,"17",,,"348","349","
A report of the first 2 cases of allergy to basil. A 65-year-old woman reported an episode of dyspnea, urticaria, and angioedema involving the face and lips occurring within 30 minutes of eating homemade pesto genovese sauce containing raw basil, pine n",VRAI
9204,14-janv.-08,"henriM","Bonds RS. Midoro-Horiuti T. Goldblum R.","A structural basis for food allergy: the role of cross-reactivity","Curr Opin Allergy Clin Immunol",,2008,"8",,,"82","86","
PURPOSE OF REVIEW: Immunologic cross-reactivity, which is important in many aspects of host defense and immune-mediated diseases, is a prominent feature of allergic disorders. The goal of this article is to define allergenic cross-reactivity and its rol",VRAI
9205,18-janv.-08,"henriM","Pastorello EA. Robino AM.","Lipid transfer proteins: new food allergens","Alim'Inter",,2007,"12",,,"207","213",,VRAI
9206,19-janv.-08,"henriM","Jacquenet S. Morisset M. Battais F. Denery-Papini S. Croizier A. Beaudouin E. Bihain B. Moneret-Vautrin DA.","Intérêt du CAP oméga-5 gliadine pour le diagnostic de l'allergie au blé induite par l'effort","Alim'Inter",,2007,"12",,,"227",,,VRAI
9207,19-janv.-08,"henriM","Codreanu F.","L'activité du réseau Allergo-Vigilance: allergies alimentaires","Alim'Inter",,2007,"12",,,"239","242",,FAUX
9208,19-janv.-08,"henriM","Gayraud J.","Etude par prick-tests chez 5366 patients de la prévalence de la sensibilisation au lupin en France et en Belgique","Alim'Inter",,2007,"12",,,"249","254",,FAUX
9209,19-janv.-08,"henriM","Rancé F.","Diversification alimentaire chez le nourrisson de famille atopique","Alim'Inter",,2007,"12",,,"295","298",,VRAI
9210,19-janv.-08,"henriM","Jacquenet S. Moneret-Vautrin DA.","Les allergènes de l'arachide et des fruits à coque","Rev Fr Allergol Immunol Clin",,2007,"47",,,"487","491",,VRAI
9211,20-janv.-08,"henriM","Lin J. Renault N. Haas H. Schramm G. Vieths S. Vogel L. Falcone FH. Alcocer MJC.","A novel tool for the detection of allergic sensitization combining protein microarrays with human basophils","Clin Exp Allergy",,2007,"37",,,"1854","1862",,VRAI
9212,20-janv.-08,"henriM","Schulmeister U. Swoboda I. Quirce S. de la Hoz B. Ollert M. Pauli G. Valenta R. Spitzauer S.","Sensitization to human milk","Clin Exp Allergy",,2008,"38",,,"60","68",,VRAI
9213,20-janv.-08,"henriM","Gonzalez-Quintela A. Garrido M. Gude F. Campos J. Linneberg A. Lojo S. Vidal C.","Sensitization to cross-reactive carbohydrate determinants in relation to alcohol consumption","Clin Exp Allergy",,2008,"38",,,"152","160",,VRAI
9214,20-janv.-08,"henriM","Larramendi CH. Ferrer A. Huertas AJ. García-Abujeta JL. Andreu C. Tella R. Cerdà MT. Bartra J. Lavín JR. Pagán JA. López-Matas MA. Fernández-Caldas E. Carnés J.","Sensitization to tomato peel and pulp extracts in the Mediterranean Coast of Spain: prevalence and co-sensitization with aeroallergens","Clin Exp Allergy",,2008,"38",,,"169","177",,VRAI
9215,20-janv.-08,"henriM","Wopfner N. Bauer R. Thalhamer J. Ferreira F. Chapman M.","Immunologic analysis of monoclonal and immunoglobulin E antibody epitopes on natural and recombinant Amb a 1","Clin Exp Allergy",,2008,"38",,,"219","226",,VRAI
9216,20-janv.-08,"henriM","Asero R. Mistrello G. Roncarolo D. Amato S.","Respiratory and Skin Allergy to Galleria mellonella (Bee Moth)","Int Arch Allergy Immunol",,2008,"145",,,"340","342",,VRAI
9217,20-janv.-08,"henriM","Sancho AI. van Ree R. van Leeuwen A. Meulenbroek BJ. van de Weg EW. Gilissen LJWJ. Puehringer H. Laimer M. Martinelli A. Zaccharini M. Vazquez-Cortés S. Fernandez-Rivas M. Hoffmann-Sommergruber K. Mills ENC. Zuidmeer L.","Measurement of Lipid Transfer Protein in 88 Apple Cultivars","Int Arch Allergy Immunol",,2008,"146",,,"19","26",,VRAI
9218,20-janv.-08,"henriM","Shiomi K. Sato Y. Hamamoto S. Mita H. Shimakura K.","Sarcoplasmic Calcium-Binding Protein: Identification as a New Allergen of the Black Tiger Shrimp Penaeus monodon","Int Arch Allergy Immunol",,2008,"146",,,"91","98",,VRAI
9219,20-janv.-08,"henriM","Grote M. Westritschnig K. Valenta R.","Immunogold Electron Microscopic Localization of the 2 EF-Hand Calcium-Binding Pollen Allergen Phl p 7 and its Homologues in Pollens of Grasses, Weeds and Trees","Int Arch Allergy Immunol",,2008,"146",,,"113","121",,VRAI
9220,20-janv.-08,"henriM","Scherer K. Weber JM. Jermann TM. Krautheim A. Tas E. Ueberschlag EV. Cammarata M. Bircher AJ.","Cellular in vitro Assays in the Diagnosis of Hymenoptera Venom Allergy","Int Arch Allergy Immunol",,2008,"146",,,"122","132",,VRAI
9221,20-janv.-08,"henriM","Platts-Mills TAE. Satinover SM. Naccara L. Litonjua AA. Phipatanakul W. Carter MC. Heymann PW. Woodfolk JA. Peters EJ. Gold DR.","Prevalence and titer of IgE antibodies to mouse allergens","J Allergy Clin Immunol",,2007,"120",,,"1058","1064",,VRAI
9222,20-janv.-08,"henriM","King EM. Vailes LD. Tsay A. Satinover SM. Chapman MD.","Simultaneous detection of total and allergen-specific IgE by using purified allergens in a fluorescent multiplex array","J Allergy Clin Immunol",,2007,"120",,,"1126","1131",,VRAI
9223,20-janv.-08,"henriM","Palacin A. Quirce S. Armentia A. Fernández-Nieto M. Pacios LF. Asensio T. Sastre J. Diaz-Perales A. Salcedo G.","Wheat lipid transfer protein is a major allergen associated with baker's asthma,","J Allergy Clin Immunol",,2007,"120",,,"1132","1138",,VRAI
